DATE,BRKA
2006-01,0.009817197020988624
2006-02,-0.030059224494356877
2006-03,0.04089861751152041
2006-04,-0.014941892639734026
2006-05,0.036966292134831165
2006-06,-0.006837143785892242
2006-07,-0.000643690199543925
2006-08,0.049093886462882194
2006-09,-0.0030906271787880324
2006-10,0.1009916492693111
2006-11,0.01540649442996008
2006-12,0.026984126984127034
2007-01,0.000545504136739772
2007-02,-0.035074965924579905
2007-03,0.02636783124587988
2007-04,0.0019267822736030909
2007-05,0.0026556776556777768
2007-06,-0.0001369988126769753
2007-07,0.004795615437314458
2007-08,0.07627272727272716
2007-09,0.001013599121547419
2007-10,0.11804910977976495
2007-11,0.057358490566037264
2007-12,0.010706638115632012
2008-01,-0.03954802259887028
2008-02,0.029411764705882484
2008-03,-0.047142857142856945
2008-04,0.0033733133433280905
2008-05,0.005976839745983636
2008-06,-0.10323059784626833
2008-07,-0.05217391304347834
2008-08,0.018785495849716057
2008-09,0.12006861063464884
2008-10,-0.11569678407350703
2008-11,-0.09948913325829079
2008-12,-0.07115384615384644
2009-01,-0.07347826086956527
2009-02,-0.12180733391432608
2009-03,0.10305343511450377
2009-04,0.08419838523644768
2009-05,-0.025531914893617218
2009-06,-0.017467248908296883
2009-07,0.07777777777777804
2009-08,0.03969072164948482
2009-09,0.0014873574615768632
2009-10,-0.019801980198019733
2009-11,0.01616161616161616
2009-12,-0.013916500994035689
2010-01,0.15524193548387116
2010-02,0.0453752181500871
2010-03,0.01669449081802993
2010-04,-0.05316091954023025
2010-05,-0.08163884673748124
2010-06,0.13303748465678403
2010-07,-0.024999999999999818
2010-08,0.014316239316238911
2010-09,0.049083631767431954
2010-10,-0.04176706827309241
2010-11,0.007544006705783632
2010-12,0.0020798668885192435
2011-01,0.016396845163968405
2011-02,0.07249336328364304
2011-03,-0.04569687738004568
2011-04,-0.004389465283320108
2011-05,-0.047895791583165835
2011-06,-0.022479478004630384
2011-07,-0.03966237457473848
2011-08,-0.015524663677130002
2011-09,-0.027047709280397764
2011-10,0.09503745318352091
2011-11,0.01325352714835393
2011-12,-0.03160337552742604
2012-01,0.027624068668031843
2012-02,7.631969472126875e-05
2012-03,0.03362897892041282
2012-04,-0.009023789991796928
2012-05,-0.016142384105959907
2012-06,0.051283129995792924
2012-07,0.020008803873704677
2012-08,-0.00694417199576302
2012-09,0.048514538558786326
2012-10,-0.024076865109268843
2012-11,0.018617041813057577
2012-12,0.016252766912277766
2013-01,0.08813217962106512
2013-02,0.04610111396743765
2013-03,0.024115334207077482
2013-04,0.017404658305605388
2013-05,0.07735849056603789
2013-06,-0.015761821366024543
2013-07,0.03143534994068772
2013-08,-0.039390454284071647
2013-09,0.020113738401676223
2013-10,0.015163429376210114
2013-11,0.01015064106269591
2013-12,0.018025751072961584
2014-01,-0.04715570545250136
2014-02,0.02475945513860516
2014-03,0.07853409169410717
2014-04,0.031625300240191764
2014-05,-0.006596818005432744
2014-06,-0.010937500000000176
2014-07,-0.009352290679304789
2014-08,0.09438455486806545
2014-09,0.0049543423353408085
2014-10,0.014983083615273188
2014-11,0.062214285714285805
2014-12,0.013157599802747928
2015-01,-0.044845132743363075
2015-02,0.024621870150325378
2015-03,-0.016638032371823867
2015-04,-0.018850574712643647
2015-05,0.006560449859418875
2015-06,-0.04632216014897595
2015-07,0.04466682938735655
2015-08,-0.05359345794392528
2015-09,-0.03599942724817439
2015-10,0.047920508092603994
2015-11,-0.015816536002658664
2015-12,-0.017679777512912123
2016-01,-0.017391304347826594
2016-02,0.04216402551965445
2016-03,0.053787860087383746
2016-04,0.026001405481376808
2016-05,-0.033356164383561746
2016-06,0.024941543257989057
2016-07,-0.004493605254061516
2016-08,0.04518518518518536
2016-09,-0.042257264351523514
2016-10,-0.0024049579132365937
2016-11,0.09874826147426952
2016-12,0.030046413502109588
2017-01,0.007615076130279898
2017-02,0.04520692739247073
2017-03,-0.028199144301828138
2017-04,-0.008284970982589703
2017-05,0.002663653240778049
2017-06,0.0251972307196912
2017-07,0.03174715351393779
2017-08,0.03296979291134224
2017-09,0.01212009578191204
2017-10,0.02085608211399869
2017-11,0.03932684422576375
2017-12,0.020926243567752606
2018-01,0.08660954301075273
2018-02,-0.04058755315036702
2018-03,-0.03593875906526984
2018-04,-0.02825142092945487
2018-05,-0.011869946671253967
2018-06,-0.017966573816156222
2018-07,0.06917458516522489
2018-08,0.047255844801857065
2018-09,0.01329955668144399
2018-10,-0.038421875000000216
2018-11,0.059456297427731626
2018-12,-0.061349693251533825
